180119,005750.00,43.134111,141.224467833,3,15,-271,85,-25,82,82,[-4685.0, 145.0, 0.0],178.425996965
180119,005751.00,43.1341515,141.224549,3,17,-271,93,-31,79,79,[-4712.0, 97.0, 5.0],179.067754502
180119,005752.00,43.1341878333,141.224627833,8,17,-274,76,-31,76,76,[-4380.0, 82.0, -15.0],178.498758463
180119,005753.00,43.1342156667,141.224686833,4,17,-272,80,-45,81,81,[-4847.0, 102.0, 0.0],178.601361725
180119,005754.00,43.134246,141.224754,5,18,-271,90,-37,75,75,[-4152.0, 117.0, -57.0],178.798166936
180119,005755.00,43.1342786667,141.224822,6,18,-271,80,-42,78,78,[-4445.0, 92.0, 40.0],179.076575121
180119,005756.00,43.1343011667,141.224868,3,17,-273,82,-38,81,81,[-5630.0, 82.0, -62.0],179.065470875
180119,005757.00,43.1343181667,141.2249025,5,18,-273,81,-37,81,81,[-3880.0, 72.0, 15.0],178.486318704
180119,005758.00,43.1343428333,141.224956667,5,17,-273,85,-40,73,73,[-5710.0, 102.0, -25.0],179.444434219
180119,005759.00,43.1343595,141.224992333,6,19,-273,77,-38,76,76,[-3935.0, 117.0, -10.0],178.513267738
180119,005800.00,43.1343816667,141.225040167,5,19,-269,79,-24,78,78,[-4250.0, 127.0, -10.0],178.111071192
180119,005801.00,43.1340168333,141.224226,6,17,-275,71,-28,78,78,[-3985.0, 92.0, -5.0],179.124209164
180119,005818.00,43.1336588333,141.223454,6,18,-272,73,-29,81,81,[-4065.0, 45.0, 0.0],179.369939846
180119,005819.00,43.133625,141.223380667,6,20,-272,82,-26,77,77,[-4260.0, 107.0, 0.0],179.329433948
180119,005820.00,43.1336028333,141.223334333,7,17,-273,78,-31,76,76,[-3652.0, 92.0, 15.0],178.450979517
180119,005821.00,43.1335865,141.223301,4,14,-271,77,-33,75,75,[-5770.0, 145.0, -10.0],178.941652084
180119,005822.00,43.133572,141.2232725,4,17,-272,84,-27,76,76,[-4115.0, 40.0, 35.0],179.16097119
180119,005823.00,43.133561,141.223251167,5,19,-276,82,-36,76,76,[-5277.0, 77.0, 15.0],178.944527649
180119,005824.00,43.133553,141.223237167,5,19,-270,80,-24,77,77,[-4750.0, 50.0, 10.0],178.706833887
180119,005825.00,43.1335476667,141.223229,6,18,-268,70,-26,81,81,[-4000.0, 82.0, -5.0],178.451060191
180119,005826.00,43.1335421667,141.223219833,5,15,-268,77,-30,78,78,[-4222.0, 72.0, -10.0],179.453692079
180119,005827.00,43.1335376667,141.223212833,7,16,-272,78,-29,75,75,[-4082.0, 77.0, -45.0],178.645379073
180119,005828.00,43.1335331667,141.223206333,7,18,-272,81,-39,83,83,[-4292.0, 117.0, 25.0],178.002120144
180119,005829.00,43.1335295,141.223201167,6,18,-272,82,-24,81,81,[-3822.0, 87.0, 0.0],178.171713122
180119,005844.00,43.1335296667,141.223221833,4,16,-270,89,-37,75,75,[-4157.0, 112.0, 45.0],178.505787785
180119,005845.00,43.13353,141.223224167,5,16,-272,79,-28,77,77,[-3197.0, 40.0, 15.0],178.267540773
180119,005846.00,43.13353,141.223225667,4,15,-274,84,-37,71,71,[-3572.0, 77.0, -105.0],177.844638623
180119,005847.00,43.1335306667,141.223228333,6,17,-275,80,-35,70,70,[-4082.0, 87.0, 0.0],178.626297735
180119,005848.00,43.1335305,141.223228833,8,20,-274,79,-23,73,73,[-3327.0, 92.0, -35.0],179.392340274
180119,005849.00,43.1335193333,141.223192667,3,16,-273,79,-30,73,73,[-2720.0, 107.0, -25.0],177.804019698
180119,005850.00,43.1335091667,141.223162167,7,19,-276,70,-23,74,74,[-4760.0, 107.0, -5.0],179.065780592
180119,005851.00,43.1335028333,141.223141833,4,18,-272,82,-32,81,81,[-4527.0, 117.0, 20.0],179.030471663
180119,005852.00,43.133498,141.223125667,6,20,-274,67,-14,80,80,[-4712.0, 77.0, 10.0],178.937279067
180119,005853.00,43.1334931667,141.223112,4,18,-270,90,-41,68,68,[-5245.0, 112.0, -25.0],178.768967799
180119,005854.00,43.1334886667,141.223099167,6,16,-269,81,-30,71,71,[-3670.0, 122.0, -92.0],178.546184715
