180119,011258.00,43.1336716667,141.221327167,13,20,-273,54,-7,55,55,[-3202.0, 102.0, 15.0],179.028978069
180119,011259.00,43.1336711667,141.221327333,11,20,-272,50,-12,52,52,[-2957.0, 87.0, -40.0],178.716329463
180119,011300.00,43.1336706667,141.221327167,12,20,-272,50,-10,46,46,[-2915.0, 25.0, 0.0],178.17397302
180119,011301.00,43.1336703333,141.221327167,12,20,-272,54,-7,55,55,[-2610.0, 97.0, -72.0],178.166803041
180119,011302.00,43.1336698333,141.221327,11,17,-271,45,-8,45,45,[-2432.0, 107.0, -40.0],177.245706542
180119,011303.00,43.1336695,141.221327,11,19,-273,49,-11,55,55,[-3217.0, 112.0, -10.0],178.29329061
180119,011304.00,43.1336691667,141.221326667,12,20,-272,43,-7,51,51,[-2870.0, 92.0, 0.0],178.139350778
180119,011305.00,43.1336691667,141.221326333,11,20,-272,46,0,49,49,[-3132.0, 45.0, 5.0],178.268921137
180119,011306.00,43.133669,141.221326167,13,22,-275,53,-13,54,54,[-2935.0, 122.0, -25.0],177.377154233
180119,011320.00,43.133671,141.221322667,14,16,-295,48,-3,52,52,[-2540.0, 60.0, 5.0],178.810051068
180119,011322.00,43.1336698333,141.221322833,13,20,-275,53,-2,57,57,[-3697.0, 82.0, 45.0],178.474361053
180119,011323.00,43.1336691667,141.221322833,9,12,-280,136,-68,37,37,[-3745.0, 102.0, -20.0],178.446052217
180119,011324.00,43.1336685,141.221323,12,25,-259,56,-13,55,55,[-2920.0, 107.0, 0.0],177.633431743
180119,011325.00,43.133668,141.2213235,12,23,-279,48,-11,84,84,[-3382.0, 67.0, 0.0],178.361897606
180119,011326.00,43.1336675,141.221323833,-2,20,-277,38,-13,95,95,[-2925.0, 107.0, -30.0],177.481165327
180119,011327.00,43.1336673333,141.221324333,26,25,-278,40,0,31,31,[-3565.0, 102.0, -30.0],178.325929406
180119,011328.00,43.133667,141.221324667,9,26,-266,52,18,17,17,[-3067.0, 67.0, -20.0],177.986795457
180119,011342.00,43.1335661667,141.2215045,23,24,-273,39,-25,33,33,[-3012.0, 127.0, 0.0],178.938815434
180119,011343.00,43.1335606667,141.221524167,12,26,-261,52,8,49,49,[-2942.0, 112.0, -40.0],178.940870948
180119,011344.00,43.133554,141.221543333,2,18,-288,52,-9,50,50,[-2317.0, 77.0, 0.0],178.343656544
180119,011345.00,43.1335465,141.221562333,1,14,-252,48,18,70,70,[367.0, 112.0, 0.0],3.31970133253
180119,011346.00,43.1335405,141.221582333,22,18,-286,53,-6,52,52,[-2660.0, 97.0, -45.0],178.218907675
180119,011347.00,43.1335343333,141.221601167,23,19,-303,55,-2,46,46,[-2062.0, 102.0, 15.0],178.934425246
180119,011348.00,43.1335266667,141.2216215,17,14,-247,53,-1,53,53,[-3375.0, 60.0, 0.0],178.163455609
180119,011349.00,43.1335185,141.221643167,21,19,-248,47,-25,44,44,[-3355.0, 67.0, 0.0],178.743255782
180119,011350.00,43.1335095,141.221666,5,25,-286,58,-4,37,37,[-4727.0, 55.0, -10.0],178.566899725
180119,011404.00,43.1333741667,141.2220235,14,21,-241,53,-3,53,53,[-2975.0, 102.0, 10.0],179.033074428
180119,011405.00,43.1333645,141.222049667,16,22,-242,47,3,48,48,[-3305.0, 112.0, 0.0],178.311221555
180119,011406.00,43.1333553333,141.222075,14,4,-257,52,-10,44,44,[-2095.0, 87.0, -10.0],177.497454034
180119,011407.00,43.1333465,141.222099833,8,9,-274,53,-7,48,48,[-3907.0, 107.0, -5.0],178.148485118
180119,011408.00,43.1333371667,141.222125167,16,12,-292,42,34,54,54,[-2752.0, 67.0, 30.0],177.405161422
180119,011409.00,43.1333283333,141.222150667,14,18,-281,52,-35,58,58,[-2517.0, 145.0, -25.0],178.468830646
180119,011410.00,43.1333196667,141.222176167,11,20,-272,55,-13,50,50,[-2397.0, 107.0, -10.0],178.279492654
180119,011411.00,43.1333113333,141.222199,11,13,-272,43,2,50,50,[-2207.0, 72.0, 10.0],178.857789759
180119,011412.00,43.1333046667,141.2222175,11,11,-259,60,-8,45,45,[-3457.0, 92.0, 0.0],177.888396793
180119,011427.00,43.133327,141.222144333,15,16,-258,63,-23,49,49,[-4865.0, 67.0, 20.0],179.0099502
180119,011428.00,43.1333383333,141.2221085,7,6,-274,40,-16,48,48,[-2942.0, 92.0, 0.0],177.992516196
180119,011429.00,43.1333521667,141.222073167,12,17,-267,64,-16,57,57,[-3540.0, 55.0, -25.0],178.356521349
180119,011430.00,43.1333678333,141.222035833,21,29,-306,52,-45,47,47,[-3202.0, 135.0, -40.0],177.531882086
180119,011431.00,43.1333846667,141.221996833,20,19,-305,56,-8,85,85,[-3815.0, 67.0, 0.0],178.855944253
180119,011432.00,43.1334023333,141.2219555,8,25,-262,52,-11,99,99,[-2865.0, 97.0, 5.0],177.82087762
180119,011433.00,43.1334198333,141.221912333,23,12,-255,54,-38,75,75,[-3132.0, 55.0, 0.0],178.184119815
180119,011434.00,43.1334378333,141.221866167,8,24,-282,50,-2,22,22,[-2485.0, 102.0, 25.0],177.244695886
180119,011435.00,43.1334551667,141.221820167,0,32,-259,48,-17,29,29,[-3387.0, 102.0, 0.0],178.324960154
180119,011449.00,43.133649,141.221430667,4,15,-291,60,-12,33,33,[-2555.0, 107.0, -15.0],177.42342817
180119,011450.00,43.1336601667,141.2214125,16,30,-283,51,-9,47,47,[-3865.0, 72.0, -5.0],179.301731348
180119,011451.00,43.1336705,141.221394667,17,21,-258,58,-1,54,54,[-2502.0, 87.0, 0.0],178.354941171
180119,011452.00,43.13368,141.221378833,19,17,-278,48,-18,53,53,[-2502.0, 97.0, -20.0],179.138294321
180119,011453.00,43.1336865,141.221365167,18,20,-261,52,-30,25,25,[-2925.0, 55.0, -45.0],177.832428938
180119,011454.00,43.1336921667,141.2213525,5,8,-270,38,-6,65,65,[-2425.0, 77.0, 20.0],178.42193812
180119,011455.00,43.1336965,141.221342833,11,20,-275,56,-15,50,50,[-3550.0, 92.0, 0.0],178.739416114
180119,011456.00,43.1336993333,141.221336333,14,20,-273,53,-6,55,55,[-3755.0, 92.0, 5.0],178.649374125
180119,011457.00,43.1337005,141.221335167,12,20,-275,44,-4,54,54,[-4180.0, 30.0, -30.0],178.535319473
180119,011511.00,43.133704,141.221342333,11,19,-272,53,-12,48,48,[-1692.0, 67.0, 15.0],178.889711302
180119,011512.00,43.1337035,141.2213435,13,18,-272,57,-15,51,51,[-3415.0, 67.0, -15.0],178.346384697
180119,011513.00,43.1337035,141.221344167,11,18,-277,56,-3,51,51,[-2090.0, 82.0, -5.0],177.739135682
180119,011514.00,43.1337035,141.221344833,13,20,-274,48,-17,53,53,[-3620.0, 92.0, 25.0],177.585773889
180119,011515.00,43.133704,141.2213455,15,20,-274,56,-6,54,54,[-4575.0, 127.0, 20.0],178.906989446
180119,011516.00,43.1337045,141.221346,13,18,-272,49,-13,56,56,[-2410.0, 77.0, -5.0],178.390432057
180119,011517.00,43.1337048333,141.2213465,14,19,-274,51,-13,51,51,[-2832.0, 107.0, 0.0],178.879492845
180119,011518.00,43.1337051667,141.221347,11,19,-277,51,-4,50,50,[-2915.0, 72.0, -10.0],178.18919019
180119,011519.00,43.1337055,141.221347667,13,19,-271,47,-6,48,48,[-3750.0, 67.0, -10.0],179.117238123
180119,011533.00,43.1337141667,141.2213495,11,20,-272,53,-1,53,53,[-3087.0, 107.0, 0.0],178.223246238
180119,011534.00,43.1337146667,141.2213495,12,19,-273,58,-10,47,47,[-3435.0, 107.0, -10.0],178.811461391
180119,011535.00,43.1337153333,141.2213495,10,18,-277,50,-9,56,56,[-2465.0, 107.0, 0.0],178.318062364
180119,011536.00,43.133716,141.221349333,13,18,-274,47,-2,50,50,[-2902.0, 92.0, -15.0],178.637259077
180119,011537.00,43.1337163333,141.221349167,12,18,-273,54,-17,48,48,[-2647.0, 102.0, 10.0],178.126708077
180119,011538.00,43.1337166667,141.221349,12,21,-275,49,-15,55,55,[-4227.0, 102.0, 15.0],178.683867112
180119,011539.00,43.1337168333,141.221349,11,20,-273,54,-9,52,52,[-1927.0, 92.0, -15.0],175.613858131
180119,011540.00,43.133717,141.221349,13,19,-270,55,-17,55,55,[-3397.0, 55.0, 10.0],179.155488941
180119,011541.00,43.1337173333,141.221349167,12,20,-272,53,-4,56,56,[-2712.0, 87.0, -52.0],179.083345744
180119,011555.00,43.1337078333,141.221355333,11,18,-273,55,-16,51,51,[-2622.0, 50.0, 5.0],177.772225735
180119,011556.00,43.1337071667,141.221355833,12,22,-271,56,-20,48,48,[-3007.0, 107.0, 5.0],178.449341449
180119,011557.00,43.1337066667,141.221356167,11,19,-275,49,-9,50,50,[-3512.0, 117.0, 25.0],179.338987742
180119,011558.00,43.1337061667,141.221356167,14,20,-273,52,-16,44,44,[-2687.0, 107.0, -10.0],178.645867591
180119,011559.00,43.1337053333,141.221356167,14,20,-272,55,-12,46,46,[-2725.0, 60.0, -15.0],178.847954959
180119,011600.00,43.1337046667,141.221356,13,20,-271,49,-15,50,50,[-3027.0, 15.0, 0.0],178.558547646
180119,011601.00,43.133704,141.221356,13,20,-275,53,-6,54,54,[-4320.0, 72.0, -25.0],178.952690403
180119,011602.00,43.1337036667,141.221355667,11,19,-276,47,-9,45,45,[-2155.0, 107.0, -40.0],177.652241919
180119,011603.00,43.1337031667,141.221355167,16,22,-274,54,-9,55,55,[-2780.0, 135.0, -5.0],177.51141193
180119,011617.00,43.1336955,141.221352667,13,20,-273,55,-15,50,50,[-3007.0, 87.0, -5.0],177.898345672
180119,011618.00,43.1336953333,141.221352167,12,19,-271,49,-4,50,50,[-4292.0, 127.0, -5.0],178.423079179
180119,011619.00,43.1336951667,141.221351833,-1,8,-267,49,-17,61,61,[-3262.0, 77.0, 20.0],178.499428683
180119,011620.00,43.1336951667,141.2213515,22,19,-293,50,-38,73,73,[-2397.0, 127.0, -40.0],176.668454493
180119,011621.00,43.133695,141.221351333,27,8,-289,46,0,80,80,[-2410.0, 40.0, 25.0],178.822209931
180119,011622.00,43.1336948333,141.221351333,5,30,-299,52,-33,18,18,[-3430.0, 102.0, 10.0],177.770633115
180119,011623.00,43.1336946667,141.221351333,12,19,-283,46,35,18,18,[112.0, 107.0, -10.0],27.1496816978
180119,011624.00,43.133694,141.221352,18,22,-251,52,5,65,65,[-2822.0, 87.0, -15.0],178.505807573
180119,011625.00,43.13369,141.221359,10,15,-281,60,13,54,54,[-3180.0, 117.0, -5.0],178.454721197
180119,011639.00,43.133519,141.221717667,6,16,-336,50,8,47,47,[-4120.0, 92.0, -10.0],178.778086938
180119,011640.00,43.1335065,141.221749,32,18,-232,47,-19,45,45,[-2322.0, 102.0, -10.0],177.381888514
180119,011641.00,43.1334941667,141.221780333,22,18,-332,54,2,50,50,[-3332.0, 67.0, 15.0],178.497290269
180119,011642.00,43.1334815,141.221812167,11,21,-223,51,2,45,45,[-3522.0, 77.0, -30.0],178.827205015
180119,011643.00,43.1334691667,141.221843667,4,17,-307,52,-7,63,63,[-3045.0, 97.0, 5.0],178.305570765
180119,011644.00,43.133457,141.221874833,34,19,-221,48,-3,70,70,[-3777.0, 77.0, -25.0],178.806881463
180119,011645.00,43.1334453333,141.221905167,32,7,-222,55,-54,49,49,[-3610.0, 60.0, 0.0],178.781461369
180119,011646.00,43.1334335,141.221936167,19,-14,-278,62,-20,60,60,[-2577.0, 55.0, 0.0],178.257623731
180119,011647.00,43.133422,141.221966167,16,12,-273,46,8,56,56,[-2970.0, 67.0, -10.0],177.976536322
180119,011701.00,43.1333058333,141.222267833,11,18,-270,52,1,54,54,[-3892.0, 72.0, -10.0],178.975445501
180119,011702.00,43.1333051667,141.222268667,12,-1,-265,48,-10,27,27,[-3652.0, 67.0, -52.0],178.715486256
180119,011703.00,43.1333041667,141.222270167,5,2,-272,56,7,52,52,[-2800.0, 77.0, -35.0],178.727704108
180119,011704.00,43.1333035,141.222270833,11,5,-293,54,-42,58,58,[-2800.0, 60.0, -25.0],178.419119924
180119,011705.00,43.1333036667,141.222269833,14,13,-292,53,4,75,75,[-2990.0, 97.0, -25.0],179.142627991
180119,011706.00,43.133307,141.2222625,20,7,-308,54,21,74,74,[-3360.0, 82.0, 0.0],178.057496127
180119,011707.00,43.1333143333,141.2222475,8,18,-238,45,11,47,47,[-3127.0, 97.0, 0.0],178.314777239
180119,011708.00,43.1333231667,141.222227167,16,23,-249,34,-4,39,39,[-3337.0, 107.0, -5.0],179.030347373
180119,011709.00,43.1333325,141.222199833,1,23,-284,37,-14,51,51,[-3392.0, 67.0, 0.0],178.851495196
180119,011723.00,43.1335765,141.221577,22,36,-231,38,-15,74,74,[-2572.0, 107.0, -30.0],175.94558582
180119,011724.00,43.13359,141.221537167,14,31,-302,52,11,25,25,[-3652.0, 77.0, 15.0],178.363422958
180119,011725.00,43.133604,141.221499,12,24,-275,52,-22,23,23,[-2647.0, 60.0, -30.0],179.132605567
180119,011726.00,43.1336208333,141.221466333,5,30,-268,62,-4,51,51,[-2785.0, 92.0, 0.0],179.337302345
180119,011727.00,43.13364,141.221441833,14,23,-249,57,-21,59,59,[-3795.0, 87.0, 20.0],178.480615861
180119,011728.00,43.1336578333,141.221421667,14,18,-266,58,19,50,50,[-3035.0, 87.0, -5.0],177.91540606
180119,011729.00,43.1336731667,141.221405833,10,18,-274,58,-45,55,55,[-2935.0, 102.0, -20.0],179.055000676
180119,011730.00,43.1336855,141.2213925,10,19,-274,53,-11,55,55,[-2285.0, 45.0, 0.0],177.297705344
180119,011731.00,43.1336941667,141.221381,15,20,-275,53,-7,57,57,[-2877.0, 122.0, 25.0],178.549150697
180119,011745.00,43.1337083333,141.221356167,13,19,-275,52,-18,50,50,[-2067.0, 82.0, 10.0],179.178611407
180119,011746.00,43.1337083333,141.221356333,15,19,-273,50,-11,50,50,[-1960.0, 92.0, 15.0],177.990971817
180119,011747.00,43.1337083333,141.221356667,14,19,-272,54,-17,59,59,[-2822.0, 55.0, 35.0],177.992177142
180119,011748.00,43.1337083333,141.221356667,12,19,-273,55,-17,54,54,[-3707.0, 107.0, -25.0],178.86056567
180119,011749.00,43.1337083333,141.221357,11,19,-276,56,-17,56,56,[-3407.0, 150.0, 5.0],177.85262573
180119,011750.00,43.1337085,141.221356833,12,19,-272,54,-18,58,58,[-3207.0, 112.0, 5.0],179.892098471
180119,011751.00,43.1337086667,141.221356667,13,20,-272,54,-14,53,53,[-2930.0, 102.0, 10.0],178.908594833
180119,011752.00,43.1337088333,141.2213565,12,20,-274,58,-13,52,52,[-1835.0, 82.0, 0.0],178.653750553
180119,011753.00,43.133709,141.2213565,14,21,-271,51,-4,60,60,[-2865.0, 117.0, 20.0],178.154329837
